Gene Name	Transcript Name	Protein Name
estExt_Genewise1Plus.C_30118	27412	27412
estExt_Genewise1Plus.C_30121	27415	27415
estExt_Genewise1Plus.C_30138	27423	27423
estExt_Genewise1Plus.C_30144	27426	27426
estExt_Genewise1Plus.C_30156	27430	27430
estExt_Genewise1Plus.C_30167	27436	27436
estExt_Genewise1Plus.C_30172	27439	27439
estExt_Genewise1Plus.C_30190	27450	27450
estExt_Genewise1Plus.C_30226	27479	27479
estExt_Genewise1Plus.C_30239	27483	27483
estExt_Genewise1Plus.C_30250	27488	27488
estExt_Genewise1Plus.C_30252	27490	27490
estExt_Genewise1Plus.C_30273	27505	27505
estExt_Genewise1Plus.C_30279	27509	27509
estExt_Genewise1Plus.C_30283	27513	27513
estExt_Genewise1Plus.C_30289	27516	27516
estExt_Genewise1Plus.C_30295	27519	27519
estExt_Genewise1Plus.C_30307	27528	27528
estExt_Genewise1Plus.C_30312	27529	27529
estExt_Genewise1Plus.C_30321	27533	27533
estExt_Genewise1Plus.C_30338	27543	27543
estExt_Genewise1Plus.C_30348	27547	27547
estExt_Genewise1Plus.C_30366	27556	27556
estExt_Genewise1Plus.C_30371	27559	27559
estExt_Genewise1Plus.C_30375	27563	27563
estExt_Genewise1Plus.C_30399	27574	27574
estExt_Genewise1Plus.C_30403	27575	27575
estExt_Genewise1Plus.C_30413	27585	27585
estExt_Genewise1Plus.C_30441	27599	27599
estExt_Genewise1Plus.C_30446	27604	27604
estExt_Genewise1Plus.C_30475	27619	27619
estExt_Genewise1Plus.C_30477	27621	27621
estExt_Genewise1Plus.C_30482	27626	27626
estExt_Genewise1Plus.C_30509	27636	27636
estExt_Genewise1Plus.C_30513	27640	27640
estExt_Genewise1Plus.C_30519	27643	27643
estExt_Genewise1Plus.C_30527	27646	27646
estExt_Genewise1Plus.C_30532	27651	27651
estExt_Genewise1Plus.C_30539	27656	27656
estExt_Genewise1Plus.C_30542	27659	27659
estExt_Genewise1Plus.C_30548	27662	27662
estExt_Genewise1Plus.C_30567	27671	27671
estExt_Genewise1Plus.C_30583	27681	27681
estExt_Genewise1Plus.C_30608	27692	27692
estExt_Genewise1Plus.C_30615	27699	27699
estExt_Genewise1Plus.C_40016	27731	27731
estExt_Genewise1Plus.C_40026	27738	27738
estExt_Genewise1Plus.C_40027	27739	27739
estExt_Genewise1Plus.C_40031	27743	27743
estExt_Genewise1Plus.C_40045	27748	27748
estExt_Genewise1Plus.C_40050	27753	27753
estExt_Genewise1Plus.C_40059	27760	27760
estExt_Genewise1Plus.C_40076	27769	27769
estExt_Genewise1Plus.C_40090	27773	27773
estExt_Genewise1Plus.C_40104	27778	27778
estExt_Genewise1Plus.C_40206	27846	27846
estExt_Genewise1Plus.C_40224	27849	27849
estExt_Genewise1Plus.C_40236	27851	27851
estExt_Genewise1Plus.C_40250	27861	27861
estExt_Genewise1Plus.C_40253	27864	27864
estExt_Genewise1Plus.C_40305	27890	27890
estExt_Genewise1Plus.C_40381	27927	27927
estExt_Genewise1Plus.C_40436	27959	27959
estExt_Genewise1Plus.C_40452	27964	27964
estExt_Genewise1Plus.C_40489	27979	27979
estExt_Genewise1Plus.C_40492	27982	27982
estExt_Genewise1Plus.C_40524	27996	27996
estExt_Genewise1Plus.C_40527	27999	27999
estExt_Genewise1Plus.C_40555	28006	28006
estExt_Genewise1Plus.C_40563	28011	28011
estExt_Genewise1Plus.C_40584	28027	28027
estExt_Genewise1Plus.C_40585	28028	28028
estExt_Genewise1Plus.C_40602	28042	28042
estExt_Genewise1Plus.C_40610	28046	28046
estExt_Genewise1Plus.C_40613	28049	28049
estExt_Genewise1Plus.C_40653	28069	28069
estExt_Genewise1Plus.C_40678	28078	28078
estExt_Genewise1Plus.C_40685	28085	28085
estExt_Genewise1Plus.C_40696	28092	28092
estExt_Genewise1Plus.C_40708	28101	28101
estExt_Genewise1Plus.C_40710	28103	28103
estExt_Genewise1Plus.C_40721	28114	28114
estExt_Genewise1Plus.C_40733	28120	28120
estExt_Genewise1Plus.C_40760	28136	28136
estExt_Genewise1Plus.C_40769	28145	28145
estExt_Genewise1Plus.C_50015	28153	28153
estExt_Genewise1Plus.C_50034	28164	28164
estExt_Genewise1Plus.C_50036	28166	28166
estExt_Genewise1Plus.C_50043	28172	28172
estExt_Genewise1Plus.C_50048	28174	28174
estExt_Genewise1Plus.C_50057	28179	28179
estExt_Genewise1Plus.C_50059	28181	28181
estExt_Genewise1Plus.C_50063	28185	28185
estExt_Genewise1Plus.C_50073	28192	28192
estExt_Genewise1Plus.C_50077	28196	28196
estExt_Genewise1Plus.C_50117	28213	28213
estExt_Genewise1Plus.C_50136	28225	28225
estExt_Genewise1Plus.C_50143	28229	28229
estExt_Genewise1Plus.C_50213	28272	28272
estExt_Genewise1Plus.C_50218	28274	28274
estExt_Genewise1Plus.C_50221	28277	28277
estExt_Genewise1Plus.C_50236	28287	28287
estExt_Genewise1Plus.C_50239	28290	28290
estExt_Genewise1Plus.C_50260	28301	28301
estExt_Genewise1Plus.C_50263	28302	28302
estExt_Genewise1Plus.C_50264	28303	28303
gw1.7.154.1	2833	2833
estExt_Genewise1Plus.C_50338	28332	28332
estExt_Genewise1Plus.C_50344	28337	28337
estExt_Genewise1Plus.C_50356	28343	28343
estExt_Genewise1Plus.C_50360	28345	28345
estExt_Genewise1Plus.C_50369	28352	28352
estExt_Genewise1Plus.C_50372	28354	28354
estExt_Genewise1Plus.C_50409	28369	28369
estExt_Genewise1Plus.C_50418	28375	28375
estExt_Genewise1Plus.C_50422	28379	28379
estExt_Genewise1Plus.C_50429	28383	28383
estExt_Genewise1Plus.C_50442	28384	28384
estExt_Genewise1Plus.C_50458	28392	28392
estExt_Genewise1Plus.C_50463	28397	28397
estExt_Genewise1Plus.C_50474	28406	28406
estExt_Genewise1Plus.C_50483	28415	28415
estExt_Genewise1Plus.C_50509	28432	28432
estExt_Genewise1Plus.C_50528	28437	28437
estExt_Genewise1Plus.C_50534	28443	28443
estExt_Genewise1Plus.C_50547	28447	28447
estExt_Genewise1Plus.C_50556	28454	28454
estExt_Genewise1Plus.C_60007	28475	28475
estExt_Genewise1Plus.C_60013	28481	28481
estExt_Genewise1Plus.C_60020	28488	28488
estExt_Genewise1Plus.C_60031	28499	28499
estExt_Genewise1Plus.C_60038	28505	28505
estExt_Genewise1Plus.C_60041	28507	28507
estExt_Genewise1Plus.C_60076	28525	28525
estExt_Genewise1Plus.C_60083	28529	28529
estExt_Genewise1Plus.C_60099	28532	28532
estExt_Genewise1Plus.C_60115	28540	28540
estExt_Genewise1Plus.C_60130	28549	28549
estExt_Genewise1Plus.C_60144	28552	28552
estExt_Genewise1Plus.C_60164	28566	28566
estExt_Genewise1Plus.C_60205	28585	28585
estExt_Genewise1Plus.C_60207	28587	28587
estExt_Genewise1Plus.C_60213	28590	28590
estExt_Genewise1Plus.C_60216	28593	28593
estExt_Genewise1Plus.C_60266	28623	28623
estExt_Genewise1Plus.C_60270	28627	28627
estExt_Genewise1Plus.C_60284	28638	28638
estExt_Genewise1Plus.C_60297	28647	28647
estExt_Genewise1Plus.C_60338	28678	28678
estExt_Genewise1Plus.C_60345	28682	28682
estExt_Genewise1Plus.C_60373	28699	28699
estExt_Genewise1Plus.C_60401	28713	28713
estExt_Genewise1Plus.C_60420	28720	28720
estExt_Genewise1Plus.C_60432	28729	28729
estExt_Genewise1Plus.C_60438	28734	28734
estExt_Genewise1Plus.C_60448	28740	28740
estExt_Genewise1Plus.C_60460	28749	28749
estExt_Genewise1Plus.C_60481	28759	28759
estExt_Genewise1Plus.C_70030	28798	28798
estExt_Genewise1Plus.C_70044	28806	28806
estExt_Genewise1Plus.C_70048	28807	28807
estExt_Genewise1Plus.C_70054	28810	28810
estExt_Genewise1Plus.C_70062	28813	28813
estExt_Genewise1Plus.C_70099	28844	28844
estExt_Genewise1Plus.C_70121	28851	28851
estExt_Genewise1Plus.C_70124	28854	28854
estExt_Genewise1Plus.C_70130	28856	28856
estExt_Genewise1Plus.C_70163	28869	28869
estExt_Genewise1Plus.C_70174	28875	28875
estExt_Genewise1Plus.C_70180	28881	28881
estExt_Genewise1Plus.C_70184	28885	28885
estExt_Genewise1Plus.C_70190	28888	28888
estExt_Genewise1Plus.C_70197	28895	28895
estExt_Genewise1Plus.C_70218	28911	28911
estExt_Genewise1Plus.C_70225	28915	28915
estExt_Genewise1Plus.C_70248	28927	28927
estExt_Genewise1Plus.C_70262	28932	28932
estExt_Genewise1Plus.C_70319	28956	28956
gw1.10.137.1	2897	2897
estExt_Genewise1Plus.C_70366	28982	28982
estExt_Genewise1Plus.C_70371	28987	28987
estExt_Genewise1Plus.C_70374	28990	28990
estExt_Genewise1Plus.C_70379	28993	28993
estExt_Genewise1Plus.C_70389	28997	28997
estExt_Genewise1Plus.C_70396	29004	29004
estExt_Genewise1Plus.C_70408	29009	29009
estExt_Genewise1Plus.C_70416	29014	29014
estExt_Genewise1Plus.C_70431	29021	29021
estExt_Genewise1Plus.C_70446	29024	29024
estExt_Genewise1Plus.C_70451	29028	29028
estExt_Genewise1Plus.C_80015	29034	29034
estExt_Genewise1Plus.C_80024	29040	29040
estExt_Genewise1Plus.C_80038	29043	29043
estExt_Genewise1Plus.C_80047	29046	29046
estExt_Genewise1Plus.C_80048	29047	29047
estExt_Genewise1Plus.C_80054	29052	29052
estExt_Genewise1Plus.C_80055	29053	29053
estExt_Genewise1Plus.C_80058	29055	29055
estExt_Genewise1Plus.C_80061	29058	29058
estExt_Genewise1Plus.C_80066	29060	29060
estExt_Genewise1Plus.C_80100	29074	29074
estExt_Genewise1Plus.C_80186	29112	29112
estExt_Genewise1Plus.C_80210	29119	29119
estExt_Genewise1Plus.C_80247	29140	29140
estExt_Genewise1Plus.C_80249	29142	29142
estExt_Genewise1Plus.C_80257	29150	29150
estExt_Genewise1Plus.C_80325	29196	29196
estExt_Genewise1Plus.C_80334	29200	29200
estExt_Genewise1Plus.C_80344	29203	29203
estExt_Genewise1Plus.C_80393	29226	29226
estExt_Genewise1Plus.C_80427	29235	29235
estExt_Genewise1Plus.C_90065	29279	29279
estExt_Genewise1Plus.C_90082	29293	29293
estExt_Genewise1Plus.C_90104	29300	29300
estExt_Genewise1Plus.C_90121	29311	29311
estExt_Genewise1Plus.C_90147	29324	29324
estExt_Genewise1Plus.C_90156	29330	29330
estExt_Genewise1Plus.C_90182	29349	29349
estExt_Genewise1Plus.C_90193	29358	29358
estExt_Genewise1Plus.C_90258	29396	29396
estExt_Genewise1Plus.C_90274	29409	29409
estExt_Genewise1Plus.C_90277	29412	29412
estExt_Genewise1Plus.C_90278	29413	29413
estExt_Genewise1Plus.C_90292	29418	29418
estExt_Genewise1Plus.C_90324	29437	29437
estExt_Genewise1Plus.C_90330	29443	29443
estExt_Genewise1Plus.C_90368	29458	29458
estExt_Genewise1Plus.C_100001	29492	29492
estExt_Genewise1Plus.C_100006	29496	29496
estExt_Genewise1Plus.C_100038	29512	29512
estExt_Genewise1Plus.C_100047	29517	29517
estExt_Genewise1Plus.C_100056	29522	29522
estExt_Genewise1Plus.C_100105	29543	29543
estExt_Genewise1Plus.C_100106	29544	29544
estExt_Genewise1Plus.C_100111	29548	29548
estExt_Genewise1Plus.C_100128	29562	29562
estExt_Genewise1Plus.C_100143	29577	29577
estExt_Genewise1Plus.C_100148	29579	29579
estExt_Genewise1Plus.C_100151	29582	29582
estExt_Genewise1Plus.C_100164	29586	29586
estExt_Genewise1Plus.C_100185	29596	29596
estExt_Genewise1Plus.C_100190	29598	29598
estExt_Genewise1Plus.C_100192	29600	29600
estExt_Genewise1Plus.C_100201	29606	29606
estExt_Genewise1Plus.C_100204	29609	29609
estExt_Genewise1Plus.C_100206	29611	29611
estExt_Genewise1Plus.C_100218	29619	29619
estExt_Genewise1Plus.C_100240	29636	29636
estExt_Genewise1Plus.C_100250	29643	29643
estExt_Genewise1Plus.C_100269	29662	29662
estExt_Genewise1Plus.C_100273	29666	29666
estExt_Genewise1Plus.C_100296	29684	29684
estExt_Genewise1Plus.C_100298	29686	29686
estExt_Genewise1Plus.C_100337	29709	29709
estExt_Genewise1Plus.C_100348	29719	29719
estExt_Genewise1Plus.C_100351	29722	29722
estExt_Genewise1Plus.C_100354	29725	29725
estExt_Genewise1Plus.C_100380	29736	29736
estExt_Genewise1Plus.C_100395	29744	29744
estExt_Genewise1Plus.C_100413	29754	29754
estExt_Genewise1Plus.C_100426	29762	29762
estExt_Genewise1Plus.C_110040	29785	29785
estExt_Genewise1Plus.C_110068	29795	29795
estExt_Genewise1Plus.C_110098	29803	29803
estExt_Genewise1Plus.C_110140	29829	29829
estExt_Genewise1Plus.C_110148	29832	29832
estExt_Genewise1Plus.C_110161	29833	29833
estExt_Genewise1Plus.C_110177	29836	29836
estExt_Genewise1Plus.C_110203	29851	29851
estExt_Genewise1Plus.C_110212	29860	29860
estExt_Genewise1Plus.C_110221	29867	29867
estExt_Genewise1Plus.C_110227	29873	29873
estExt_Genewise1Plus.C_110232	29878	29878
estExt_Genewise1Plus.C_110251	29889	29889
estExt_Genewise1Plus.C_110281	29904	29904
estExt_Genewise1Plus.C_110295	29908	29908
estExt_Genewise1Plus.C_110299	29912	29912
estExt_Genewise1Plus.C_110372	29959	29959
estExt_Genewise1Plus.C_120008	29969	29969
estExt_Genewise1Plus.C_120012	29973	29973
estExt_Genewise1Plus.C_120024	29980	29980
estExt_Genewise1Plus.C_120041	29990	29990
estExt_Genewise1Plus.C_120045	29992	29992
estExt_Genewise1Plus.C_120063	29996	29996
estExt_Genewise1Plus.C_120123	30031	30031
estExt_Genewise1Plus.C_120138	30041	30041
estExt_Genewise1Plus.C_120140	30043	30043
estExt_Genewise1Plus.C_120175	30059	30059
estExt_Genewise1Plus.C_120226	30084	30084
estExt_Genewise1Plus.C_120259	30102	30102
estExt_Genewise1Plus.C_120261	30104	30104
estExt_Genewise1Plus.C_120269	30108	30108
estExt_Genewise1Plus.C_120300	30128	30128
estExt_Genewise1Plus.C_120303	30131	30131
estExt_Genewise1Plus.C_120304	30132	30132
estExt_Genewise1Plus.C_120322	30146	30146
estExt_Genewise1Plus.C_120363	30169	30169
estExt_Genewise1Plus.C_120366	30170	30170
estExt_Genewise1Plus.C_120385	30176	30176
estExt_Genewise1Plus.C_120403	30188	30188
estExt_Genewise1Plus.C_120411	30193	30193
estExt_Genewise1Plus.C_130005	30199	30199
estExt_Genewise1Plus.C_130013	30206	30206
estExt_Genewise1Plus.C_130017	30210	30210
estExt_Genewise1Plus.C_130034	30221	30221
estExt_Genewise1Plus.C_130039	30224	30224
estExt_Genewise1Plus.C_130040	30225	30225
estExt_Genewise1Plus.C_130052	30231	30231
estExt_Genewise1Plus.C_130056	30232	30232
estExt_Genewise1Plus.C_130077	30235	30235
estExt_Genewise1Plus.C_130100	30249	30249
estExt_Genewise1Plus.C_130138	30276	30276
estExt_Genewise1Plus.C_130148	30283	30283
estExt_Genewise1Plus.C_130185	30296	30296
estExt_Genewise1Plus.C_130189	30298	30298
estExt_Genewise1Plus.C_130194	30300	30300
estExt_Genewise1Plus.C_130212	30311	30311
estExt_Genewise1Plus.C_130223	30317	30317
estExt_Genewise1Plus.C_130229	30323	30323
estExt_Genewise1Plus.C_130281	30343	30343
estExt_Genewise1Plus.C_130284	30346	30346
estExt_Genewise1Plus.C_130296	30354	30354
estExt_Genewise1Plus.C_130299	30355	30355
estExt_Genewise1Plus.C_130311	30362	30362
estExt_Genewise1Plus.C_130321	30369	30369
estExt_Genewise1Plus.C_140027	30400	30400
estExt_Genewise1Plus.C_140028	30401	30401
estExt_Genewise1Plus.C_140034	30404	30404
estExt_Genewise1Plus.C_140049	30410	30410
estExt_Genewise1Plus.C_140062	30417	30417
estExt_Genewise1Plus.C_140070	30421	30421
estExt_Genewise1Plus.C_140077	30425	30425
estExt_Genewise1Plus.C_140100	30436	30436
estExt_Genewise1Plus.C_140105	30441	30441
estExt_Genewise1Plus.C_140113	30447	30447
estExt_Genewise1Plus.C_140132	30453	30453
estExt_Genewise1Plus.C_140138	30456	30456
estExt_Genewise1Plus.C_140163	30477	30477
estExt_Genewise1Plus.C_140169	30480	30480
estExt_Genewise1Plus.C_140182	30487	30487
estExt_Genewise1Plus.C_140190	30489	30489
estExt_Genewise1Plus.C_140201	30495	30495
estExt_Genewise1Plus.C_140226	30505	30505
estExt_Genewise1Plus.C_140271	30528	30528
estExt_Genewise1Plus.C_140274	30531	30531
estExt_Genewise1Plus.C_140276	30533	30533
estExt_Genewise1Plus.C_140278	30535	30535
estExt_Genewise1Plus.C_140284	30541	30541
estExt_Genewise1Plus.C_140303	30554	30554
estExt_Genewise1Plus.C_140320	30561	30561
estExt_Genewise1Plus.C_140330	30566	30566
estExt_Genewise1Plus.C_150003	30586	30586
estExt_Genewise1Plus.C_150022	30590	30590
estExt_Genewise1Plus.C_150026	30594	30594
estExt_Genewise1Plus.C_150053	30601	30601
estExt_Genewise1Plus.C_150081	30620	30620
estExt_Genewise1Plus.C_150122	30639	30639
estExt_Genewise1Plus.C_150150	30660	30660
estExt_Genewise1Plus.C_150175	30675	30675
estExt_Genewise1Plus.C_150182	30676	30676
estExt_Genewise1Plus.C_150185	30678	30678
estExt_Genewise1Plus.C_150200	30690	30690
estExt_Genewise1Plus.C_150256	30714	30714
estExt_Genewise1Plus.C_150262	30717	30717
estExt_Genewise1Plus.C_160003	30721	30721
estExt_Genewise1Plus.C_160011	30723	30723
estExt_Genewise1Plus.C_160060	30742	30742
estExt_Genewise1Plus.C_160061	30743	30743
estExt_Genewise1Plus.C_160068	30748	30748
estExt_Genewise1Plus.C_160092	30764	30764
gw1.1.262.1	3077	3077
estExt_Genewise1Plus.C_160099	30771	30771
estExt_Genewise1Plus.C_160102	30774	30774
estExt_Genewise1Plus.C_160107	30779	30779
estExt_Genewise1Plus.C_160109	30781	30781
estExt_Genewise1Plus.C_160119	30785	30785
estExt_Genewise1Plus.C_160121	30787	30787
estExt_Genewise1Plus.C_160165	30799	30799
estExt_Genewise1Plus.C_160168	30802	30802
estExt_Genewise1Plus.C_160174	30804	30804
estExt_Genewise1Plus.C_160217	30828	30828
estExt_Genewise1Plus.C_160272	30844	30844
estExt_Genewise1Plus.C_160276	30848	30848
estExt_Genewise1Plus.C_160311	30869	30869
estExt_Genewise1Plus.C_160314	30872	30872
estExt_Genewise1Plus.C_160317	30875	30875
estExt_Genewise1Plus.C_160319	30877	30877
estExt_Genewise1Plus.C_170001	30882	30882
estExt_Genewise1Plus.C_170006	30887	30887
gw1.11.111.1	3089	3089
estExt_Genewise1Plus.C_170014	30891	30891
estExt_Genewise1Plus.C_170021	30895	30895
estExt_Genewise1Plus.C_170043	30915	30915
estExt_Genewise1Plus.C_170059	30930	30930
estExt_Genewise1Plus.C_170078	30938	30938
estExt_Genewise1Plus.C_170153	30972	30972
estExt_Genewise1Plus.C_170178	30990	30990
estExt_Genewise1Plus.C_180005	30996	30996
estExt_Genewise1Plus.C_180044	31020	31020
estExt_Genewise1Plus.C_180055	31027	31027
estExt_Genewise1Plus.C_180064	31029	31029
estExt_Genewise1Plus.C_180078	31039	31039
estExt_Genewise1Plus.C_180084	31041	31041
estExt_Genewise1Plus.C_180121	31063	31063
estExt_Genewise1Plus.C_180128	31070	31070
estExt_Genewise1Plus.C_180171	31081	31081
estExt_Genewise1Plus.C_180186	31089	31089
estExt_Genewise1Plus.C_180224	31106	31106
estExt_Genewise1Plus.C_180229	31111	31111
estExt_Genewise1Plus.C_180238	31115	31115
estExt_Genewise1Plus.C_180258	31120	31120
estExt_Genewise1Plus.C_180269	31125	31125
estExt_Genewise1Plus.C_180271	31127	31127
estExt_Genewise1Plus.C_180290	31139	31139
estExt_Genewise1Plus.C_190009	31146	31146
estExt_Genewise1Plus.C_190015	31152	31152
estExt_Genewise1Plus.C_190037	31164	31164
estExt_Genewise1Plus.C_190038	31165	31165
estExt_Genewise1Plus.C_190043	31170	31170
estExt_Genewise1Plus.C_190058	31176	31176
estExt_Genewise1Plus.C_190065	31183	31183
estExt_Genewise1Plus.C_190110	31205	31205
estExt_Genewise1Plus.C_190144	31222	31222
estExt_Genewise1Plus.C_190179	31237	31237
estExt_Genewise1Plus.C_190183	31241	31241
estExt_Genewise1Plus.C_190225	31253	31253
estExt_Genewise1Plus.C_190243	31266	31266
estExt_Genewise1Plus.C_190250	31273	31273
estExt_Genewise1Plus.C_190253	31276	31276
estExt_Genewise1Plus.C_190281	31289	31289
estExt_Genewise1Plus.C_190289	31297	31297
estExt_Genewise1Plus.C_190303	31305	31305
estExt_Genewise1Plus.C_190308	31309	31309
estExt_Genewise1Plus.C_200001	31311	31311
estExt_Genewise1Plus.C_200024	31326	31326
estExt_Genewise1Plus.C_200025	31327	31327
estExt_Genewise1Plus.C_200026	31328	31328
estExt_Genewise1Plus.C_200069	31344	31344
estExt_Genewise1Plus.C_200082	31352	31352
estExt_Genewise1Plus.C_200087	31357	31357
estExt_Genewise1Plus.C_200171	31375	31375
estExt_Genewise1Plus.C_200188	31379	31379
estExt_Genewise1Plus.C_200212	31392	31392
estExt_Genewise1Plus.C_200232	31400	31400
estExt_Genewise1Plus.C_200254	31412	31412
estExt_Genewise1Plus.C_200261	31416	31416
estExt_Genewise1Plus.C_200268	31421	31421
estExt_Genewise1Plus.C_200285	31433	31433
estExt_Genewise1Plus.C_210008	31435	31435
estExt_Genewise1Plus.C_210036	31457	31457
estExt_Genewise1Plus.C_210061	31470	31470
estExt_Genewise1Plus.C_210072	31472	31472
estExt_Genewise1Plus.C_210077	31477	31477
estExt_Genewise1Plus.C_210100	31489	31489
estExt_Genewise1Plus.C_210116	31499	31499
estExt_Genewise1Plus.C_210129	31509	31509
estExt_Genewise1Plus.C_210146	31523	31523
estExt_Genewise1Plus.C_210177	31534	31534
estExt_Genewise1Plus.C_210187	31541	31541
estExt_Genewise1Plus.C_210190	31544	31544
estExt_Genewise1Plus.C_210194	31546	31546
estExt_Genewise1Plus.C_220002	31548	31548
estExt_Genewise1Plus.C_220005	31550	31550
gw1.19.102.1	3156	3156
estExt_Genewise1Plus.C_220026	31564	31564
estExt_Genewise1Plus.C_220040	31572	31572
estExt_Genewise1Plus.C_220046	31575	31575
estExt_Genewise1Plus.C_220053	31580	31580
estExt_Genewise1Plus.C_220070	31588	31588
estExt_Genewise1Plus.C_220103	31601	31601
estExt_Genewise1Plus.C_220154	31623	31623
estExt_Genewise1Plus.C_220170	31629	31629
estExt_Genewise1Plus.C_230004	31641	31641
estExt_Genewise1Plus.C_230066	31668	31668
estExt_Genewise1Plus.C_230096	31682	31682
estExt_Genewise1Plus.C_230106	31686	31686
estExt_Genewise1Plus.C_230122	31694	31694
estExt_Genewise1Plus.C_230136	31701	31701
estExt_Genewise1Plus.C_230146	31705	31705
gw1.8.129.1	3171	3171
estExt_Genewise1Plus.C_230165	31716	31716
estExt_Genewise1Plus.C_240023	31742	31742
estExt_Genewise1Plus.C_240042	31755	31755
estExt_Genewise1Plus.C_240060	31759	31759
estExt_Genewise1Plus.C_240089	31774	31774
estExt_Genewise1Plus.C_250027	31779	31779
estExt_Genewise1Plus.C_260011	31812	31812
estExt_Genewise1Plus.C_260032	31816	31816
estExt_Genewise1Plus.C_260049	31829	31829
estExt_Genewise1Plus.C_270002	31846	31846
estExt_Genewise1Plus.C_270011	31853	31853
estExt_Genewise1Plus.C_270022	31863	31863
estExt_Genewise1Plus.C_270024	31865	31865
estExt_Genewise1Plus.C_270032	31870	31870
estExt_Genewise1Plus.C_280023	31881	31881
estExt_Genewise1Plus.C_280024	31882	31882
estExt_Genewise1Plus.C_290012	31894	31894
estExt_Genewise1Plus.C_290020	31896	31896
fgenesh1_kg.1_#_1_#_4092_1_CBOZ_CBPA	31905	31905
fgenesh1_kg.1_#_8_#_3240_0_CBOZ4651.g1_CBOZ_CBPA	31912	31912
fgenesh1_kg.1_#_13_#_5055_0_CBOZ7846.g1_CBOZ_CBPA	31917	31917
fgenesh1_kg.1_#_14_#_4538_0_CBOZ2507.b1_CBOZ_CBPA	31918	31918
fgenesh1_kg.1_#_15_#_2503_1_CBOZ_CBPA	31919	31919
fgenesh1_kg.1_#_18_#_1966_1_CBOZ_CBPA	31922	31922
fgenesh1_kg.1_#_19_#_4263_0_CBOZ7579.g1_CBOZ_CBPA	31923	31923
fgenesh1_kg.1_#_31_#_3291_1_CBOZ_CBPA	31935	31935
fgenesh1_kg.1_#_32_#_2470_1_CBOZ_CBPA	31936	31936
fgenesh1_kg.1_#_35_#_4634_0_CBOZ3669.g1_CBOZ_CBPA	31939	31939
fgenesh1_kg.1_#_37_#_855_0_CBOZ1572.g1_CBOZ_CBPA	31941	31941
fgenesh1_kg.1_#_41_#_1726_1_CBOZ_CBPA	31945	31945
fgenesh1_kg.1_#_43_#_188_1_CBOZ_CBPA	31947	31947
fgenesh1_kg.1_#_47_#_1152_1_CBOZ_CBPA	31951	31951
fgenesh1_kg.1_#_49_#_2587_1_CBOZ_CBPA	31953	31953
fgenesh1_kg.1_#_50_#_0_0_CBOZ7351.b1_CBOZ_CBPA	31954	31954
fgenesh1_kg.1_#_58_#_3882_1_CBOZ_CBPA	31962	31962
fgenesh1_kg.1_#_63_#_1805_1_CBOZ_CBPA	31967	31967
fgenesh1_kg.1_#_70_#_291_1_CBOZ_CBPA	31974	31974
fgenesh1_kg.1_#_71_#_5230_1_CBOZ_CBPA	31975	31975
fgenesh1_kg.1_#_73_#_2511_1_CBOZ_CBPA	31977	31977
fgenesh1_kg.1_#_84_#_1834_1_CBOZ_CBPA	31988	31988
fgenesh1_kg.1_#_85_#_4306_1_CBOZ_CBPA	31989	31989
fgenesh1_kg.1_#_88_#_5153_0_CBPA2492.b1_CBOZ_CBPA	31992	31992
fgenesh1_kg.1_#_91_#_1001_1_CBOZ_CBPA	31995	31995
fgenesh1_kg.1_#_93_#_4879_0_CBOZ6091.g1_CBOZ_CBPA	31997	31997
fgenesh1_kg.1_#_96_#_2310_1_CBOZ_CBPA	32000	32000
fgenesh1_kg.1_#_102_#_4244_1_CBOZ_CBPA	32006	32006
fgenesh1_kg.1_#_110_#_0_0_CBPA4317.b1_CBOZ_CBPA	32014	32014
fgenesh1_kg.1_#_111_#_2743_1_CBOZ_CBPA	32015	32015
fgenesh1_kg.1_#_114_#_3816_1_CBOZ_CBPA	32018	32018
fgenesh1_kg.1_#_115_#_3839_1_CBOZ_CBPA	32019	32019
fgenesh1_kg.1_#_117_#_4116_1_CBOZ_CBPA	32021	32021
fgenesh1_kg.1_#_121_#_353_7_CBOZ_CBPA	32025	32025
fgenesh1_kg.1_#_122_#_2060_1_CBOZ_CBPA	32026	32026
fgenesh1_kg.1_#_123_#_0_0_CBOZ7351.b1_CBOZ_CBPA	32027	32027
fgenesh1_kg.1_#_128_#_1551_1_CBOZ_CBPA	32032	32032
fgenesh1_kg.1_#_133_#_2576_1_CBOZ_CBPA	32037	32037
fgenesh1_kg.1_#_135_#_12_1_CBOZ_CBPA	32039	32039
fgenesh1_kg.1_#_138_#_4585_0_CBOZ3052.g1_CBOZ_CBPA	32042	32042
fgenesh1_kg.1_#_142_#_0_0_CBOZ392.b1_CBOZ_CBPA	32046	32046
fgenesh1_kg.1_#_145_#_226_0_CBPA5227.b1_CBOZ_CBPA	32049	32049
fgenesh1_kg.1_#_147_#_3549_1_CBOZ_CBPA	32051	32051
fgenesh1_kg.1_#_161_#_2020_1_CBOZ_CBPA	32065	32065
fgenesh1_kg.1_#_162_#_1402_1_CBOZ_CBPA	32066	32066
fgenesh1_kg.1_#_164_#_2037_1_CBOZ_CBPA	32068	32068
fgenesh1_kg.1_#_165_#_3032_1_CBOZ_CBPA	32069	32069
fgenesh1_kg.1_#_172_#_2760_1_CBOZ_CBPA	32076	32076
