Gene Name	Gene Start (bp)	Gene End (bp)	Chromosome Name	Strand
fgenesh1_pg.24_#_74	725487	729762	scaffold_24	1
estExt_fgenesh1_pm.C_110144	1714281	1718634	scaffold_11	1
fgenesh1_pm.30_#_3	19335	23838	scaffold_30	-1
estExt_Genemark1.C_30449	2371564	2376057	scaffold_3	-1
estExt_Genemark1.C_250010	66841	69067	scaffold_25	1
estExt_Genemark1.C_60309	1576782	1579380	scaffold_6	1
fgenesh1_pm.5_#_174	1985623	1988995	scaffold_5	1
fgenesh1_kg.4_#_97_#_4711_0_CBOZ4558.g1_CBOZ_CBPA	1862533	1863974	scaffold_4	-1
fgenesh1_pg.15_#_113	783215	786936	scaffold_15	-1
estExt_Genemark1.C_30263	1388381	1393292	scaffold_3	-1
estExt_fgenesh1_pg.C_90200	1315030	1317368	scaffold_9	1
estExt_Genemark1.C_40395	2130139	2134332	scaffold_4	-1
Genemark1.8527_g	610591	618923	scaffold_23	-1
Genemark1.6116_g	1000096	1003234	scaffold_13	1
estExt_Genemark1.C_110254	1368867	1370530	scaffold_11	-1
estExt_Genewise1.C_100180	1081956	1085485	scaffold_10	-1
estExt_Genewise1.C_250109	550500	551629	scaffold_25	1
Genemark1.158_g	907611	915095	scaffold_1	-1
fgenesh1_pg.9_#_250	1685361	1687724	scaffold_9	-1
Genemark1.7109_g	157946	158969	scaffold_17	-1
Genemark1.5587_g	187574	191890	scaffold_12	-1
estExt_fgenesh1_pm.C_20007	63913	68771	scaffold_2	-1
estExt_fgenesh1_pg.C_20354	2519918	2524133	scaffold_2	1
estExt_fgenesh1_pg.C_190066	525112	530286	scaffold_19	-1
Genemark1.3199_g	358366	361246	scaffold_6	-1
fgenesh1_pg.25_#_38	258773	261077	scaffold_25	-1
Genemark1.1969_g	2699913	2706354	scaffold_3	1
e_gw1.1.560.1	2777209	2778617	scaffold_1	1
estExt_Genemark1.C_10085	444693	464589	scaffold_1	1
estExt_fgenesh1_pg.C_220094	702102	708889	scaffold_22	1
e_gw1.2.580.1	1431835	1432623	scaffold_2	1
fgenesh1_pg.9_#_84	611957	617181	scaffold_9	-1
fgenesh1_pm.5_#_106	1291525	1294090	scaffold_5	-1
Genemark1.1472_g	68095	71800	scaffold_3	1
estExt_fgenesh1_pm.C_260010	198879	200676	scaffold_26	-1
estExt_fgenesh1_pg.C_100188	1270935	1275217	scaffold_10	-1
estExt_fgenesh1_pm.C_20093	1333382	1334805	scaffold_2	-1
estExt_fgenesh1_pm.C_240017	349677	351316	scaffold_24	1
estExt_fgenesh1_pg.C_120079	560321	565873	scaffold_12	1
fgenesh1_pm.4_#_84	1270047	1271510	scaffold_4	1
estExt_fgenesh1_pm.C_50239	2857526	2858886	scaffold_5	-1
estExt_Genewise1Plus.C_40602	2427819	2430203	scaffold_4	-1
Genemark1.4832_g	5350	9397	scaffold_10	1
estExt_fgenesh1_pm.C_40264	2745122	2748457	scaffold_4	-1
e_gw1.5.285.1	1231799	1233716	scaffold_5	-1
gw1.5.19.1	1531528	1540724	scaffold_5	-1
estExt_Genewise1Plus.C_160119	601424	603333	scaffold_16	1
Genemark1.1348_g	3189232	3194570	scaffold_2	-1
Genemark1.5075_g	1263743	1264812	scaffold_10	-1
Genemark1.5352_g	822031	823115	scaffold_11	1
estExt_Genemark1.C_40520	2749240	2751089	scaffold_4	1
estExt_fgenesh1_pm.C_50194	2215678	2221942	scaffold_5	1
fgenesh1_pg.25_#_70	478913	480805	scaffold_25	-1
Genemark1.2981_g	2039468	2049528	scaffold_5	1
Genemark1.2416_g	2123342	2124482	scaffold_4	1
Genemark1.5161_g	1657268	1659013	scaffold_10	1
estExt_fgenesh1_pm.C_110069	1013214	1014901	scaffold_11	-1
estExt_fgenesh1_pm.C_50138	1664755	1665790	scaffold_5	1
estExt_Genewise1.C_10454	2470180	2471926	scaffold_1	-1
Genemark1.7336_g	224540	228137	scaffold_18	-1
estExt_fgenesh1_pg.C_130131	908552	916125	scaffold_13	1
estExt_fgenesh1_pm.C_90120	1325615	1326791	scaffold_9	1
estExt_Genemark1.C_270032	275425	286406	scaffold_27	-1
Genemark1.5206_g	1886179	1900050	scaffold_10	1
fgenesh1_kg.12_#_101_#_3421_1_CBOZ_CBPA	1635497	1637639	scaffold_12	-1
estExt_fgenesh1_pm.C_180056	700451	703491	scaffold_18	-1
e_gw1.3.249.1	2777067	2780944	scaffold_3	-1
Genemark1.7842_g	163205	168652	scaffold_20	1
Genemark1.4640_g	984658	985501	scaffold_9	-1
fgenesh1_pm.5_#_108	1295914	1297928	scaffold_5	-1
Genemark1.1488_g	179434	182609	scaffold_3	1
Genemark1.1444_g	3761276	3770389	scaffold_2	1
estExt_fgenesh1_pg.C_230088	694624	696262	scaffold_23	-1
fgenesh1_kg.24_#_37_#_4852_0_CBOZ579.g1_CBOZ_CBPA	730674	731355	scaffold_24	1
estExt_Genemark1.C_30333	1786176	1787094	scaffold_3	-1
Genemark1.4808_g	1849898	1852231	scaffold_9	1
Genemark1.7049_g	1292138	1294655	scaffold_16	-1
Genemark1.8265_g	114799	122640	scaffold_22	-1
estExt_fgenesh1_pm.C_160029	371762	374094	scaffold_16	-1
estExt_Genemark1.C_160007	29874	33856	scaffold_16	-1
Genemark1.8525_g	604747	606469	scaffold_23	-1
fgenesh1_pg.14_#_103	747667	754391	scaffold_14	-1
estExt_Genewise1Plus.C_140105	723280	727293	scaffold_14	1
fgenesh1_pg.16_#_213	1345042	1351139	scaffold_16	1
fgenesh1_pg.1_#_368	2563612	2565816	scaffold_1	1
estExt_Genewise1.C_150140	851671	854634	scaffold_15	-1
Genemark1.5960_g	155312	160552	scaffold_13	1
estExt_Genemark1.C_20022	98968	112677	scaffold_2	1
e_gw1.6.301.1	1742162	1743372	scaffold_6	-1
fgenesh1_pg.18_#_103	694152	696895	scaffold_18	-1
Genemark1.5617_g	347297	354874	scaffold_12	-1
fgenesh1_pg.21_#_45	374479	376219	scaffold_21	1
gw1.23.199.1	692395	692568	scaffold_23	-1
fgenesh1_kg.5_#_117_#_3232_1_CBOZ_CBPA	2112058	2115679	scaffold_5	1
Genemark1.1050_g	1720445	1725103	scaffold_2	1
Genemark1.1682_g	1204779	1205123	scaffold_3	-1
estExt_fgenesh1_pg.C_60187	1263112	1265182	scaffold_6	1
estExt_Genemark1.C_40412	2208599	2221792	scaffold_4	1
fgenesh1_pm.7_#_148	1530396	1531768	scaffold_7	1
estExt_Genemark1.C_140166	926121	930099	scaffold_14	1
e_gw1.13.63.1	1620934	1624358	scaffold_13	1
Genemark1.413_g	2274802	2275745	scaffold_1	1
estExt_fgenesh1_pg.C_180154	1033626	1035096	scaffold_18	1
estExt_Genemark1.C_170085	505812	510550	scaffold_17	-1
estExt_Genewise1Plus.C_70366	2034042	2038143	scaffold_7	-1
estExt_fgenesh1_pg.C_10037	252835	256712	scaffold_1	1
e_gw1.13.289.1	1346590	1347011	scaffold_13	1
Genemark1.7521_g	1156625	1158411	scaffold_18	1
fgenesh1_kg.13_#_68_#_2408_1_CBOZ_CBPA	1030428	1032134	scaffold_13	1
estExt_Genemark1.C_220071	382778	386921	scaffold_22	1
e_gw1.17.95.1	1214190	1217367	scaffold_17	1
estExt_fgenesh1_pm.C_250042	551822	552644	scaffold_25	-1
estExt_Genemark1.C_190214	1195490	1196766	scaffold_19	1
Genemark1.8324_g	456197	466265	scaffold_22	1
Genemark1.8800_g	512059	515888	scaffold_25	-1
Genemark1.4227_g	638416	638762	scaffold_8	1
e_gw1.1.219.1	2100364	2103129	scaffold_1	1
Genemark1.4297_g	1040944	1042235	scaffold_8	1
Genemark1.2360_g	1906816	1907883	scaffold_4	1
fgenesh1_pg.4_#_362	2444648	2449445	scaffold_4	-1
fgenesh1_pg.18_#_130	886854	889377	scaffold_18	1
estExt_fgenesh1_pm.C_120019	355232	359367	scaffold_12	1
estExt_Genewise1Plus.C_10009	30382	32273	scaffold_1	-1
fgenesh1_pg.17_#_109	966651	974873	scaffold_17	1
Genemark1.2615_g	137023	138875	scaffold_5	1
estExt_Genemark1.C_90319	1649009	1650548	scaffold_9	1
estExt_Genemark1.C_190236	1311504	1314753	scaffold_19	1
fgenesh1_pm.2_#_251	2733198	2737220	scaffold_2	-1
fgenesh1_pg.22_#_107	801701	808510	scaffold_22	1
fgenesh1_kg.11_#_79_#_338_1_CBOZ_CBPA	1459050	1463238	scaffold_11	1
fgenesh1_pg.8_#_19	122817	126459	scaffold_8	-1
estExt_fgenesh1_pm.C_290009	96985	99382	scaffold_29	1
fgenesh1_kg.14_#_54_#_2623_1_CBOZ_CBPA	965738	967186	scaffold_14	-1
gw1.2.715.1	3161743	3162241	scaffold_2	-1
estExt_Genewise1Plus.C_80055	329769	330680	scaffold_8	-1
Genemark1.4409_g	1647855	1652743	scaffold_8	1
estExt_fgenesh1_pg.C_90156	1070474	1075151	scaffold_9	-1
Genemark1.6331_g	619288	623184	scaffold_14	-1
gw1.20.164.1	1008103	1010065	scaffold_20	1
Genemark1.5374_g	954362	958854	scaffold_11	1
fgenesh1_kg.13_#_83_#_5102_0_CBOZ8345.g1_CBOZ_CBPA	1364829	1365428	scaffold_13	-1
estExt_Genewise1.C_100299	1492067	1493340	scaffold_10	1
Genemark1.6318_g	544852	548892	scaffold_14	-1
fgenesh1_pm.14_#_12	101514	103764	scaffold_14	1
fgenesh1_pg.23_#_25	214474	215999	scaffold_23	-1
fgenesh1_pg.20_#_102	733655	734342	scaffold_20	1
gw1.24.80.1	714620	714961	scaffold_24	-1
Genemark1.4428_g	1782475	1784085	scaffold_8	1
fgenesh1_pg.2_#_19	132834	138970	scaffold_2	-1
gw1.19.304.1	1132109	1132801	scaffold_19	-1
gw1.4.806.1	1673064	1673878	scaffold_4	1
Genemark1.5701_g	798643	821289	scaffold_12	1
estExt_fgenesh1_pg.C_30344	2564346	2577258	scaffold_3	1
Genemark1.6374_g	818800	838731	scaffold_14	-1
fgenesh1_pg.18_#_81	554924	562816	scaffold_18	-1
estExt_fgenesh1_pg.C_10236	1685353	1689288	scaffold_1	1
fgenesh1_pm.22_#_62	881361	882843	scaffold_22	-1
Genemark1.4373_g	1464504	1465908	scaffold_8	-1
fgenesh1_kg.23_#_7_#_1787_2_CBOZ_CBPA	182164	189989	scaffold_23	-1
fgenesh1_pg.7_#_216	1444159	1451394	scaffold_7	-1
Genemark1.2909_g	1641441	1643928	scaffold_5	-1
Genemark1.7900_g	564160	568989	scaffold_20	-1
e_gw1.17.84.1	1311225	1312848	scaffold_17	1
estExt_Genewise1.C_100391	1774274	1781044	scaffold_10	1
estExt_Genemark1.C_70249	1265004	1268061	scaffold_7	-1
estExt_fgenesh1_pg.C_110154	1077471	1080173	scaffold_11	-1
Genemark1.8982_g	3077	4296	scaffold_38	1
estExt_fgenesh1_pg.C_200140	1018643	1026744	scaffold_20	-1
Genemark1.2744_g	817956	822486	scaffold_5	1
estExt_Genemark1.C_160048	272554	274759	scaffold_16	1
estExt_Genemark1.C_180177	935994	941430	scaffold_18	-1
estExt_Genemark1.C_130045	237915	243730	scaffold_13	-1
Genemark1.6323_g	573872	576371	scaffold_14	1
estExt_Genewise1Plus.C_90147	906718	911152	scaffold_9	1
estExt_Genewise1Plus.C_50264	1385129	1386734	scaffold_5	-1
fgenesh1_pg.1_#_201	1397031	1399086	scaffold_1	-1
e_gw1.19.242.1	557859	559847	scaffold_19	1
estExt_Genemark1.C_90133	734848	736284	scaffold_9	-1
estExt_Genemark1.C_70200	1081323	1082600	scaffold_7	1
fgenesh1_pg.10_#_238	1560167	1565313	scaffold_10	-1
estExt_Genewise1.C_50177	1175575	1177839	scaffold_5	-1
e_gw1.10.179.1	1251369	1254204	scaffold_10	-1
Genemark1.4730_g	1362361	1363357	scaffold_9	1
estExt_Genewise1Plus.C_30252	1338897	1340974	scaffold_3	-1
estExt_fgenesh1_pg.C_240077	758277	761969	scaffold_24	1
fgenesh1_pg.9_#_233	1568453	1572577	scaffold_9	-1
e_gw1.4.406.1	2759507	2761702	scaffold_4	1
estExt_fgenesh1_pg.C_30312	2367733	2369732	scaffold_3	-1
estExt_Genewise1Plus.C_60205	1125545	1130457	scaffold_6	-1
Genemark1.6888_g	528195	528627	scaffold_16	1
estExt_Genemark1.C_100054	349315	351555	scaffold_10	-1
gw1.20.268.1	729111	729739	scaffold_20	1
fgenesh1_pm.5_#_93	1199649	1201158	scaffold_5	-1
e_gw1.6.286.1	2334913	2335988	scaffold_6	1
gw1.28.3.1	68153	88615	scaffold_28	-1
estExt_Genemark1.C_40269	1605789	1608183	scaffold_4	1
fgenesh1_kg.2_#_92_#_236_0_CBPA2389.b1_CBOZ_CBPA	1698003	1699512	scaffold_2	-1
e_gw1.5.320.1	196660	200866	scaffold_5	1
fgenesh1_kg.4_#_15_#_1429_1_CBOZ_CBPA	216106	219198	scaffold_4	1
estExt_fgenesh1_pm.C_130006	57255	60935	scaffold_13	1
fgenesh1_kg.8_#_89_#_1142_1_CBOZ_CBPA	1402102	1403439	scaffold_8	1
e_gw1.12.193.1	1650260	1653173	scaffold_12	-1
estExt_fgenesh1_pm.C_160098	1112935	1113902	scaffold_16	-1
fgenesh1_kg.7_#_14_#_2463_0_CBPA8093.b1_CBOZ_CBPA	303065	303328	scaffold_7	1
estExt_fgenesh1_pm.C_30161	1775173	1776018	scaffold_3	-1
e_gw1.21.201.1	628232	628780	scaffold_21	1
e_gw1.6.272.1	1881288	1883097	scaffold_6	1
Genemark1.1808_g	1846578	1852733	scaffold_3	1
estExt_Genewise1Plus.C_100395	1791669	1793736	scaffold_10	-1
estExt_fgenesh1_pm.C_10221	2778962	2781214	scaffold_1	-1
estExt_Genemark1.C_10510	2703372	2706317	scaffold_1	-1
e_gw1.6.206.1	781534	783966	scaffold_6	1
fgenesh1_kg.2_#_110_#_2727_1_CBOZ_CBPA	1855947	1857789	scaffold_2	1
estExt_fgenesh1_pg.C_110222	1520408	1530526	scaffold_11	1
estExt_fgenesh1_pg.C_180072	506244	511412	scaffold_18	1
Genemark1.6148_g	1202319	1206952	scaffold_13	1
fgenesh1_pm.20_#_49	624912	625598	scaffold_20	-1
Genemark1.2675_g	481095	482279	scaffold_5	-1
estExt_Genemark1.C_70341	1708311	1713251	scaffold_7	-1
estExt_fgenesh1_pg.C_90143	1000155	1001876	scaffold_9	-1
estExt_Genemark1.C_100288	1456042	1458623	scaffold_10	-1
estExt_fgenesh1_pm.C_60134	1537865	1539361	scaffold_6	-1
Genemark1.1446_g	3778992	3779770	scaffold_2	1
e_gw1.2.275.1	2562561	2565341	scaffold_2	1
estExt_Genemark1.C_60300	1539528	1545030	scaffold_6	1
Genemark1.6395_g	959490	961369	scaffold_14	-1
estExt_fgenesh1_pg.C_60144	1010751	1011949	scaffold_6	-1
e_gw1.7.108.1	872606	876988	scaffold_7	1
fgenesh1_pm.24_#_26	487531	493125	scaffold_24	-1
Genemark1.4005_g	1775533	1778283	scaffold_7	-1
estExt_Genemark1.C_30009	49257	52547	scaffold_3	-1
e_gw1.2.613.1	3449605	3450865	scaffold_2	-1
estExt_Genemark1.C_130243	1361348	1362898	scaffold_13	-1
Genemark1.4269_g	894595	895253	scaffold_8	-1
e_gw1.6.501.1	683739	685977	scaffold_6	1
estExt_fgenesh1_pg.C_260031	321096	331171	scaffold_26	-1
Genemark1.2637_g	269068	271157	scaffold_5	-1
e_gw1.1.160.1	3355290	3358849	scaffold_1	-1
e_gw1.3.376.1	2925335	2928163	scaffold_3	1
estExt_Genewise1Plus.C_160319	1362718	1366040	scaffold_16	-1
fgenesh1_pg.18_#_62	441794	445137	scaffold_18	1
estExt_fgenesh1_pg.C_140016	106284	114065	scaffold_14	-1
fgenesh1_pm.19_#_99	1104661	1106239	scaffold_19	-1
fgenesh1_pg.16_#_84	576375	578863	scaffold_16	-1
estExt_Genewise1.C_210016	46581	49029	scaffold_21	-1
e_gw1.17.60.1	1296053	1298915	scaffold_17	1
fgenesh1_pm.7_#_208	2339221	2350948	scaffold_7	1
fgenesh1_pg.15_#_132	899211	901527	scaffold_15	1
estExt_Genemark1.C_120338	1704821	1707864	scaffold_12	1
estExt_fgenesh1_pm.C_30004	34650	35951	scaffold_3	1
estExt_Genewise1.C_20774	3823752	3830899	scaffold_2	1
gw1.14.46.1	1153927	1156977	scaffold_14	-1
fgenesh1_pg.12_#_187	1249188	1251242	scaffold_12	-1
fgenesh1_pg.13_#_30	212451	216738	scaffold_13	1
fgenesh1_pg.11_#_266	1879412	1883718	scaffold_11	-1
estExt_fgenesh1_pg.C_100045	371829	374783	scaffold_10	-1
e_gw1.3.482.1	465698	467197	scaffold_3	-1
Genemark1.993_g	1432886	1434807	scaffold_2	-1
Genemark1.765_g	89821	91058	scaffold_2	1
e_gw1.5.471.1	1696806	1697901	scaffold_5	1
estExt_fgenesh1_pm.C_10303	3783360	3784274	scaffold_1	-1
Genemark1.8412_g	948084	950583	scaffold_22	1
estExt_fgenesh1_pg.C_90160	1099132	1100630	scaffold_9	1
Genemark1.8203_g	896877	900060	scaffold_21	-1
e_gw1.16.286.1	444916	447020	scaffold_16	-1
estExt_fgenesh1_pg.C_20350	2495356	2506589	scaffold_2	-1
estExt_Genemark1.C_150201	1094442	1099778	scaffold_15	-1
estExt_Genemark1.C_160248	1263770	1267383	scaffold_16	1
fgenesh1_pm.1_#_16	152291	157571	scaffold_1	1
e_gw1.1.736.1	3587502	3589212	scaffold_1	-1
estExt_Genewise1.C_40312	1528872	1529937	scaffold_4	-1
estExt_Genemark1.C_80288	1624956	1632797	scaffold_8	-1
Genemark1.4944_g	686437	696192	scaffold_10	-1
Genemark1.2790_g	1066489	1068128	scaffold_5	-1
fgenesh1_pg.18_#_188	1172994	1176259	scaffold_18	1
Genemark1.5158_g	1644664	1645612	scaffold_10	1
estExt_Genewise1Plus.C_60007	50930	53368	scaffold_6	-1
estExt_fgenesh1_pm.C_220010	73554	75213	scaffold_22	1
e_gw1.12.442.1	920954	921514	scaffold_12	1
Genemark1.6684_g	825557	828410	scaffold_15	-1
e_gw1.7.373.1	1252442	1252933	scaffold_7	1
e_gw1.8.396.1	1295594	1296517	scaffold_8	1
Genemark1.3356_g	1152181	1153950	scaffold_6	1
e_gw1.14.370.1	1327975	1328939	scaffold_14	1
fgenesh1_pm.18_#_66	818930	819585	scaffold_18	1
e_gw1.11.185.1	19155	20716	scaffold_11	-1
estExt_fgenesh1_pg.C_120231	1521875	1523839	scaffold_12	-1
gw1.8.449.1	1196930	1197357	scaffold_8	1
estExt_Genemark1.C_120213	1090557	1097160	scaffold_12	-1
fgenesh1_pm.13_#_82	940194	941431	scaffold_13	1
fgenesh1_pg.1_#_470	3233504	3235305	scaffold_1	-1
Genemark1.8600_g	36201	37323	scaffold_24	1
e_gw1.15.154.1	849109	850735	scaffold_15	1
estExt_Genewise1Plus.C_90082	553731	557544	scaffold_9	-1
Genemark1.8764_g	357485	360969	scaffold_25	-1
estExt_Genewise1Plus.C_80048	228131	229750	scaffold_8	1
fgenesh1_pg.17_#_23	173295	177735	scaffold_17	-1
estExt_Genemark1.C_60164	856927	859686	scaffold_6	-1
Genemark1.598_g	3142034	3145339	scaffold_1	-1
Genemark1.3693_g	294578	295051	scaffold_7	1
estExt_fgenesh1_pg.C_180202	1275036	1281717	scaffold_18	-1
fgenesh1_kg.15_#_28_#_5121_0_CBOZ9739.g1_CBOZ_CBPA	622514	623276	scaffold_15	1
estExt_Genemark1.C_210166	959592	967228	scaffold_21	-1
estExt_fgenesh1_pm.C_20322	3836903	3838244	scaffold_2	-1
estExt_fgenesh1_pm.C_10040	615447	620180	scaffold_1	-1
estExt_fgenesh1_pm.C_90115	1295387	1298533	scaffold_9	-1
estExt_fgenesh1_pm.C_30202	2308464	2313199	scaffold_3	1
fgenesh1_pm.7_#_145	1489588	1490592	scaffold_7	1
fgenesh1_pm.15_#_65	880508	883673	scaffold_15	1
fgenesh1_kg.12_#_64_#_1435_1_CBOZ_CBPA	1232863	1234142	scaffold_12	1
estExt_Genewise1.C_40428	1873799	1876085	scaffold_4	-1
estExt_Genemark1.C_150228	1248475	1270305	scaffold_15	1
estExt_fgenesh1_pm.C_260015	317674	320407	scaffold_26	-1
e_gw1.4.122.1	865424	870817	scaffold_4	-1
Genemark1.3829_g	999137	1000714	scaffold_7	-1
Genemark1.7149_g	394002	401557	scaffold_17	1
Genemark1.4874_g	279243	280325	scaffold_10	1
estExt_fgenesh1_pm.C_70097	1121173	1122923	scaffold_7	1
estExt_fgenesh1_pg.C_30291	2199081	2206253	scaffold_3	1
Genemark1.2177_g	1009922	1011905	scaffold_4	1
estExt_Genewise1.C_30455	2178130	2179427	scaffold_3	-1
gw1.4.105.1	1618238	1620903	scaffold_4	-1
fgenesh1_pg.1_#_500	3437997	3442431	scaffold_1	-1
estExt_fgenesh1_pm.C_10074	1211846	1215236	scaffold_1	1
estExt_fgenesh1_pg.C_40320	2264563	2270368	scaffold_4	-1
fgenesh1_pg.10_#_240	1570829	1574083	scaffold_10	1
estExt_fgenesh1_pg.C_200048	384089	386742	scaffold_20	-1
e_gw1.9.196.1	335585	338895	scaffold_9	1
e_gw1.4.318.1	312893	316160	scaffold_4	1
estExt_fgenesh1_pg.C_200005	34640	47793	scaffold_20	-1
Genemark1.1102_g	1932169	1932954	scaffold_2	-1
estExt_Genemark1.C_20694	3730729	3735655	scaffold_2	-1
Genemark1.8703_g	774274	779197	scaffold_24	-1
estExt_Genewise1Plus.C_40045	254483	265155	scaffold_4	-1
estExt_fgenesh1_pg.C_60223	1465008	1469937	scaffold_6	1
fgenesh1_pg.23_#_107	786652	790973	scaffold_23	1
estExt_fgenesh1_pg.C_90186	1226516	1235069	scaffold_9	-1
fgenesh1_pg.5_#_197	1387379	1388437	scaffold_5	1
estExt_fgenesh1_pm.C_240021	384602	387904	scaffold_24	-1
fgenesh1_kg.1_#_187_#_248_1_CBOZ_CBPA	3585491	3586661	scaffold_1	1
Genemark1.1499_g	233335	238761	scaffold_3	1
Genemark1.8611_g	114175	114510	scaffold_24	1
estExt_Genemark1.C_10136	764533	773049	scaffold_1	1
e_gw1.12.113.1	264102	269180	scaffold_12	1
estExt_Genewise1.C_20438	2203899	2205571	scaffold_2	-1
estExt_Genewise1Plus.C_190110	595710	600348	scaffold_19	1
fgenesh1_pg.28_#_18	124621	127927	scaffold_28	1
fgenesh1_pg.1_#_267	1955665	1957400	scaffold_1	1
fgenesh1_pg.7_#_197	1360127	1362036	scaffold_7	1
e_gw1.13.41.1	877041	880685	scaffold_13	1
estExt_fgenesh1_pg.C_120147	984004	987659	scaffold_12	-1
fgenesh1_pg.13_#_213	1612590	1618849	scaffold_13	-1
estExt_Genemark1.C_230135	761751	763938	scaffold_23	1
fgenesh1_kg.11_#_30_#_171_1_CBOZ_CBPA	814789	815646	scaffold_11	-1
fgenesh1_pg.21_#_129	984587	991530	scaffold_21	1
fgenesh1_pg.5_#_144	1090148	1092576	scaffold_5	1
estExt_Genemark1.C_10651	3450578	3455087	scaffold_1	1
estExt_fgenesh1_pg.C_100203	1345439	1352674	scaffold_10	1
estExt_Genewise1Plus.C_70248	1302359	1304733	scaffold_7	-1
estExt_fgenesh1_pg.C_30386	2897654	2904364	scaffold_3	-1
estExt_fgenesh1_pm.C_40211	2369161	2370435	scaffold_4	-1
Genemark1.5228_g	116362	121394	scaffold_11	-1
estExt_fgenesh1_pm.C_70140	1465791	1468025	scaffold_7	1
Genemark1.5131_g	1533877	1534256	scaffold_10	1
e_gw1.20.122.1	1054532	1057109	scaffold_20	1
estExt_Genemark1.C_110216	1180312	1187601	scaffold_11	1
estExt_Genemark1.C_230101	579466	583442	scaffold_23	-1
fgenesh1_kg.24_#_5_#_4635_0_CBOZ3671.b1_CBOZ_CBPA	94705	95373	scaffold_24	-1
estExt_Genewise1Plus.C_180084	539783	543074	scaffold_18	-1
Genemark1.6788_g	1393798	1399515	scaffold_15	-1
fgenesh1_pg.5_#_20	157691	161007	scaffold_5	1
e_gw1.13.296.1	704431	704781	scaffold_13	-1
gw1.2.725.1	3202272	3202981	scaffold_2	1
fgenesh1_pm.19_#_79	951322	956742	scaffold_19	-1
Genemark1.7549_g	1266460	1269174	scaffold_18	-1
estExt_Genewise1Plus.C_90368	1787605	1792715	scaffold_9	-1
fgenesh1_kg.6_#_68_#_3684_1_CBOZ_CBPA	1060343	1062624	scaffold_6	1
estExt_Genewise1.C_210054	424196	428717	scaffold_21	1
e_gw1.2.416.1	2451327	2453038	scaffold_2	1
estExt_Genewise1Plus.C_40027	179506	185044	scaffold_4	-1
Genemark1.8838_g	201208	203386	scaffold_26	1
e_gw1.14.156.1	550931	553229	scaffold_14	-1
gw1.6.323.1	2550603	2552381	scaffold_6	1
estExt_Genemark1.C_90025	132263	135178	scaffold_9	1
estExt_fgenesh1_pm.C_30141	1618866	1620564	scaffold_3	1
estExt_Genewise1Plus.C_30348	1733159	1734372	scaffold_3	1
Genemark1.1180_g	2304213	2305309	scaffold_2	1
Genemark1.2158_g	913737	941919	scaffold_4	-1
estExt_Genewise1Plus.C_60284	1474275	1475894	scaffold_6	-1
Genemark1.7865_g	352648	353311	scaffold_20	1
gw1.17.158.1	1291773	1292695	scaffold_17	-1
Genemark1.2987_g	2088391	2089169	scaffold_5	-1
estExt_fgenesh1_pm.C_30107	1247521	1249138	scaffold_3	-1
e_gw1.1.707.1	971223	972497	scaffold_1	1
fgenesh1_pg.1_#_419	2857225	2861170	scaffold_1	1
estExt_fgenesh1_pg.C_40113	964186	967404	scaffold_4	-1
estExt_fgenesh1_pm.C_100146	1619546	1621855	scaffold_10	1
e_gw1.14.207.1	144485	146588	scaffold_14	-1
estExt_Genewise1Plus.C_50483	2466914	2472258	scaffold_5	1
estExt_fgenesh1_pg.C_130028	201071	206000	scaffold_13	1
Genemark1.6535_g	1589018	1590014	scaffold_14	1
estExt_fgenesh1_pm.C_150032	508421	516402	scaffold_15	1
e_gw1.16.221.1	1219329	1220783	scaffold_16	1
fgenesh1_pg.3_#_339	2492978	2497304	scaffold_3	1
estExt_fgenesh1_pg.C_30247	1843653	1846302	scaffold_3	1
estExt_Genemark1.C_70310	1527948	1529981	scaffold_7	-1
Genemark1.5318_g	661118	665616	scaffold_11	1
fgenesh1_pg.1_#_382	2651089	2653099	scaffold_1	-1
estExt_Genewise1Plus.C_190253	1170148	1173365	scaffold_19	-1
Genemark1.737_g	3988707	3994073	scaffold_1	-1
fgenesh1_pm.13_#_108	1280801	1283162	scaffold_13	-1
e_gw1.16.344.1	1226217	1227266	scaffold_16	-1
estExt_fgenesh1_pg.C_40281	2013497	2016753	scaffold_4	1
fgenesh1_pg.18_#_98	651525	656898	scaffold_18	1
Genemark1.7715_g	835316	835755	scaffold_19	1
estExt_Genewise1Plus.C_40253	1266566	1269822	scaffold_4	1
estExt_Genemark1.C_180164	867844	868995	scaffold_18	1
estExt_Genemark1.C_20073	469107	475715	scaffold_2	-1
Genemark1.191_g	1080540	1082542	scaffold_1	-1
estExt_Genemark1.C_200027	144556	146659	scaffold_20	1
estExt_Genemark1.C_40004	11050	16726	scaffold_4	-1
fgenesh1_kg.8_#_36_#_2800_1_CBOZ_CBPA	677069	682144	scaffold_8	-1
estExt_Genewise1.C_230163	860944	869902	scaffold_23	1
estExt_fgenesh1_pm.C_80059	911252	914923	scaffold_8	1
e_gw1.19.158.1	419881	422326	scaffold_19	-1
fgenesh1_pm.12_#_13	172596	181380	scaffold_12	1
estExt_Genewise1.C_90125	819279	827262	scaffold_9	1
Genemark1.936_g	1092733	1096034	scaffold_2	1
estExt_Genewise1.C_40674	2604411	2607922	scaffold_4	-1
estExt_fgenesh1_pg.C_20057	532569	537498	scaffold_2	1
Genemark1.6862_g	386518	388662	scaffold_16	1
estExt_Genemark1.C_70210	1114351	1115958	scaffold_7	1
